.	ਡਾਟ
-	ਡੈਸ਼
_	ਅੰਡਰਸਕੋਰ
!	ਵਿਸਮਿਕ ਚਿੰਨ੍ਹ
#	ਨੰਬਰ ਸਾਈਨ
$	ਡਾਲਰ ਸਾਈਨ
%	ਪ੍ਰਤੀਸ਼ਤ
&	ਐਂਪਰਸੈਂਡ
'	ਕੋਟ
*	ਐਸਟਰਿਸਕ
+	ਪਲੱਸ
/	ਸਲੈਸ਼
=	ਬਰਾਬਰ ਚਿੰਨ੍ਹ
?	ਸਵਾਲ ਚਿੰਨ੍ਹ
^	ਸਰਕਮਫਲੈਕਸ
`	ਸੱਜਾ ਸਿੰਗਲ ਕੋਟ
|	ਵਰਟੀਕਲ ਬਾਰ
~	ਟਿਲਡ
,	ਕਾਮਾ

