രൂപ	പൈസ
പൗണ്ട്	പെൻസ്
വോൺ	ജിയോൺ
ഡോളർ	സെന്റ്
ലിറ	കുറസ്
ടാക്ക	പൈസ
യെൻ	സെൻ
നൈറ	കോബോ
യൂറോ	സെന്റ്
