०१	से
०२	नै
०३	थाम
०४	ब्रै
०५	बा
०६	रो
०७	सनि
०८	दाम
०९	स्को
१०	स्से
११	स्सेसे
१२	स्सेनै
१३	स्सेथाम
१४	स्सेब्रै
१५	स्सेबा
१६	स्सेरो
१७	स्सेसनि
१८	स्सेदाम
१९	स्सेस्को
२०	नैस्से
२१	नैस्सेसे
२२	नैस्सेनै
२३	नैस्सेथाम
२४	नैस्सेब्रै
२५	नैस्सेबा
२६	नैस्सेरो
२७	नैस्सेसनि
२८	नैस्सेदाम
२९	नैस्सेस्को
३०	थामस्से
३१	थामस्सेसे
३२	थामस्सेनै
३३	थामस्सेथाम
३४	थामस्सेब्रै
३५	थामस्सेबा
३६	थामस्सेरो
३७	थामस्सेसनि
३८	थामस्सेदाम
३९	थामस्सेस्को
४०	ब्रैस्से
४१	ब्रैस्सेसे
४२	ब्रैस्सेनै
४३	ब्रैस्सेथाम
४४	ब्रैस्सेब्रै
४५	ब्रैस्सेबा
४६	ब्रैस्सेरो
४७	ब्रैस्सेसनि
४८	ब्रैस्सेदाम
४९	ब्रैस्सेस्को
५०	बास्से
५१	बास्सेसे
५२	बास्सेनै
५३	बास्सेथाम
५४	बास्सेब्रै
५५	बास्सेबा
५६	बास्सेरो
५७	बास्सेसनि
५८	बास्सेदाम
५९	बास्सेस्को
६०	रोस्से
