.	डट
-	डैश
_	अंडरस्कोर
!	विस्मयादिबोधक चिन्ह
#	नम्बर साइन
$	डलार साइन
%	प्रतिशत
&	एम्परसेंड
'	कोट
*	एस्टेरिस्क
+	प्लस
/	स्लैश
=	बराबर चिन्ह
?	प्रश्न चिन्ह
^	सर्कमफ्लेक्स
`	राइट सिंगल कोट
|	वर्टिकल बार
~	टिल्ड
,	कमा

