.	ড'ট
-	ডেশ্ব
_	আণ্ডাৰস্ক'ৰ
!	বিস্ময়বোধক চিহ্ন
#	নম্বৰ চাইন
$	ডলাৰ চাইন
%	শতাংশ
&	এম্পাৰছেণ্ড
'	ক'ট
*	এষ্টেৰিস্ক
+	প্লাছ
/	শ্লেশ্ব
=	সমান চিহ্ন
?	প্ৰশ্ন চিহ্ন
^	চাৰ্কামফ্লেক্স
`	ৰাইট চিংগল ক'ট
|	ভাৰ্টিকেল বাৰ
~	টিল্ড
,	কমা
