.	बिन्दुः
-	डैश
_	अधोरेखा
!	विस्मयचिह्नम्
#	सङ्ख्याचिह्नम्
$	डॉलरचिह्नम्
%	प्रतिशतम्
&	एम्परसेण्ड
'	उद्धरणम्
*	तारकम्
+	योगः
/	विभागचिह्नम्
=	समानचिह्नम्
?	प्रश्नचिह्नम्
^	शिरोरेखा
`	उद्धरणम्
|	दण्डः
~	तरङ्गचिह्नम्
,	विरामः

