.	ഡോട്ട്
-	ഡാഷ്
_	അണ്ടർസ്കോർ
!	ആശ്ചര്യചിഹ്നം
#	നമ്പർ ചിഹ്നം
$	ഡോളർ ചിഹ്നം
%	ശതമാനം
&	ആംപേഴ്സാൻഡ്
'	ഉദ്ധരണി
*	ആസ്റ്ററിസ്ക്
+	പ്ലസ്
/	സ്ലാഷ്
=	തുല്യചിഹ്നം
?	ചോദ്യചിഹ്നം
^	സർകംഫ്ലെക്സ്
`	വലത് ഉദ്ധരണി
|	ലംബരേഖ
~	ടിൽഡ്
,	കോമ
