१ਲਾ	ਪਹਿਲਾ
१ਲੀ	ਪਹਿਲੀ
१ਵਾਂ	ਪਹਿਲਾ
1ਵਾਂ	ਪਹਿਲਾ
२ਰਾ	ਦੂਜਾ
२ਰੀ	ਦੂਜੀ
२ਵਾਂ	ਦੂਜਾ
2ਵਾਂ	ਦੂਜਾ
३ਰਾ	ਤੀਜਾ
३ਰੀ	ਤੀਜੀ
३ਵਾਂ	ਤੀਜਾ
3ਵਾਂ	ਤੀਜਾ
४ਥਾ	ਚੌਥਾ
४ਥੀ	ਚੌਥੀ
४ਵਾਂ	ਚੌਥਾ
4ਵਾਂ	ਚੌਥਾ
५ਵਾਂ	ਪੰਜਵਾਂ
५ਵੀਂ	ਪੰਜਵੀਂ
५ਵਾਂ	ਪੰਜਵਾਂ
5ਵਾਂ	ਪੰਜਵਾਂ
६ਠਾ	ਛੇਵਾਂ
६ਠੀ	ਛੇਵੀਂ
६ਵਾਂ	ਛੇਵਾਂ
6ਵਾਂ	ਛੇਵਾਂ
